"Data Source","World Development Indicators",

"Last Updated Date","2021-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Euro area","EMU","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","62.0902992641633","62.5663214386081","63.0550874134038","63.611369010786","64.1664332568818","64.7196949258744","65.2709543946947","65.8150364264127","66.3115675570108","66.7317845216346","67.1416688518219","67.5315195856705","67.8654180044734","68.1774729857258","68.4781306334113","68.7315344105436","68.9538641997344","69.1967699761999","69.4410291470923","69.6833165362192","69.9233182409369","70.1618993608802","70.3175860579012","70.4268184898969","70.4953183949805","70.5481893622283","70.6375689170434","70.8064039066881","70.9655427598622","71.0730500370299","71.2200203395488","71.3830733208882","71.5320082728196","71.6961983479122","71.8785752197858","72.0563338286313","72.2322750291677","72.4058954075958","72.5775172750388","72.7537151343005","72.9421664058408","73.1472451383109","73.3907786483117","73.6413861301762","73.8868795580739","74.129970348811","74.3678318864233","74.5966282925828","74.8231478751617","75.0508904482127","75.281698049646","75.5090228665222","75.7236935103864","75.929121638797","76.1280994679572","76.3392616124018","76.5529692249178","76.7704471562476","76.9930860453837","77.2311668454943","77.461870037383",
"Eritrea","ERI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","9.799","10.114","10.438","10.772","11.115","11.466","11.828","12.2","12.358","12.517","12.678","12.841","13.006","13.173","13.341","13.511","13.684","13.857","14.033","14.211","14.39","14.572","14.755","14.94","15.182","15.757","16.351","16.962","17.592","18.239","18.905","19.59","20.294","21.015","21.755","22.514","23.293","24.088","24.903","25.735","26.587","27.455","28.341","29.244","30.164","31.099","32.051","33.017","34","34.585","35.175","35.771","","","","","","","","","",
"Spain","ESP","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","56.567","57.303","58.308","59.306","60.298","61.278","62.251","63.214","64.168","65.108","66.038","66.848","67.541","68.224","68.901","69.57","70.231","70.883","71.527","72.162","72.789","73.279","73.515","73.749","73.982","74.213","74.444","74.673","74.9","75.126","75.351","75.528","75.61","75.692","75.774","75.856","75.938","76.019","76.1","76.181","76.262","76.343","76.533","76.778","77.022","77.263","77.502","77.74","77.976","78.21","78.442","78.673","78.902","79.133","79.366","79.602","79.84","80.08","80.321","80.565","80.81",
"Estonia","EST","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","57.533","58.304","59.072","59.836","60.596","61.348","62.097","62.839","63.577","64.307","64.947","65.483","66.017","66.545","67.069","67.589","68.106","68.617","69.124","69.497","69.711","69.924","70.136","70.347","70.558","70.767","70.975","71.183","71.39","71.415","71.231","71.046","70.86","70.674","70.487","70.3","70.111","69.923","69.733","69.543","69.368","69.242","69.116","68.989","68.862","68.735","68.607","68.479","68.351","68.223","68.094","67.965","67.974","68.122","68.269","68.416","68.563","68.717","68.88","69.051","69.229",
"Ethiopia","ETH","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","6.433","6.65","6.874","7.104","7.342","7.587","7.84","8.1","8.26","8.422","8.588","8.756","8.928","9.102","9.279","9.46","9.644","9.83","10.02","10.214","10.41","10.61","10.813","11.02","11.232","11.453","11.679","11.909","12.143","12.38","12.621","12.867","13.116","13.37","13.627","13.827","14.006","14.186","14.369","14.553","14.74","14.927","15.118","15.31","15.504","15.7","15.899","16.116","16.51","16.91","17.319","17.735","18.16","18.575","18.998","19.428","19.866","20.31","20.763","21.225","21.695",
"European Union","EUU","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","58.6776410523112","59.2174031312661","59.7538028575072","60.3397699737312","60.9246477464526","61.5123928098625","62.0838409347927","62.6222485267128","63.1262052649789","63.578370818479","64.0239750187768","64.4690230693377","64.8794251420018","65.2713746357272","65.6512115134308","65.9881869217274","66.2959968343298","66.6227246756731","66.958439733565","67.2822762392344","67.5903725952431","67.8622591821529","68.0592119293594","68.22258482955","68.3564443645799","68.4799826169241","68.6307376964056","68.8400563340095","69.045058495436","69.1992511409423","69.3689440805344","69.5591457173031","69.7159908312528","69.8457595682077","69.986102256644","70.1268793123816","70.2668311229442","70.4015206786952","70.5331306711975","70.669728283444","70.825711562657","71.0122218629448","71.2403831622261","71.4627478838985","71.6811057521961","71.8999308930476","72.1166485441279","72.3363987139009","72.5550308575921","72.7634110956976","72.9723261514084","73.1680577319247","73.356888238534","73.5394058330158","73.7178485782486","73.9081840731671","74.1050733249803","74.3075095447834","74.5166970796689","74.7373263738728","74.9565011459504",
"Fragile and conflict affected situations","FCS","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","18.1786815583315","18.6236542621512","19.0691462671626","19.5292830543232","19.9980832826925","20.4903000635172","20.9796425709256","21.4783841000012","21.985073332075","22.497678398907","23.0155253188918","23.5783204840148","24.1241879579404","24.6512176874145","25.112659129158","25.5698707783823","26.0208675662374","26.4540405076913","26.8743317046553","27.2794378693912","27.696804674767","28.19366501443","28.6962665718593","29.2436400821063","29.8476868317266","30.4635838497905","31.0778631394276","31.6907378775699","32.2726754775332","32.8190701761935","33.5437913499263","33.9684837309415","34.3616813040294","34.720976803803","35.0230772032843","35.3364265971145","35.6596870889787","36.0068832255472","36.3538169159932","36.7040207590634","37.0518102295048","37.4847298418645","37.9026577751111","38.3151002556796","38.7171964729086","39.1196471833703","39.5201526239574","39.8548052020709","40.2809843247374","40.7142017760835","41.1613302953373","41.5755739524915","41.9793654611657","42.3880914857721","42.7947013649813","43.2368239208418","43.6648516341166","44.0850562665341","44.5096171224297","44.9500677468868","45.4140214272946",
"Finland","FIN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.29","56.321","57.162","57.998","58.832","59.658","60.48","61.295","62.106","62.908","63.704","64.523","65.366","66.197","67.019","67.831","68.634","69.423","70.202","70.97","71.727","72.528","73.373","74.202","75.015","75.808","76.567","77.291","78","78.691","79.367","79.843","80.128","80.409","80.688","80.963","81.223","81.466","81.707","81.946","82.183","82.368","82.503","82.638","82.772","82.905","83.037","83.168","83.299","83.429","83.77","84.313","84.841","85.125","85.175","85.225","85.275","85.325","85.382","85.446","85.517",
"Fiji","FJI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","29.681","30.248","30.823","31.403","31.991","32.582","33.18","33.604","33.987","34.371","34.758","35.147","35.538","35.93","36.324","36.721","37.119","37.319","37.469","37.619","37.769","37.919","38.07","38.221","38.372","38.523","38.675","39.327","40.085","40.845","41.611","42.381","43.156","43.933","44.713","45.496","46.282","46.732","47.123","47.515","47.908","48.3","48.692","49.085","49.479","49.871","50.264","50.657","51.146","51.658","52.171","52.683","53.196","53.706","54.216","54.726","55.235","55.742","56.248","56.75","57.247",
"France","FRA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","61.88","62.607","63.489","64.702","65.898","67.071","68.225","69.357","70.238","70.648","71.055","71.459","71.86","72.256","72.65","72.926","72.997","73.068","73.14","73.211","73.282","73.352","73.425","73.5","73.575","73.65","73.725","73.8","73.875","73.95","74.056","74.229","74.401","74.572","74.743","74.912","75.082","75.25","75.417","75.614","75.871","76.127","76.38","76.632","76.883","77.13","77.377","77.621","77.868","78.117","78.369","78.622","78.878","79.135","79.394","79.655","79.917","80.18","80.444","80.709","80.975",
"Faroe Islands","FRO","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","21.383","22.141","22.962","23.805","24.669","25.553","26.328","26.723","27.122","27.524","27.951","28.417","28.888","29.362","29.842","30.326","30.815","31.307","31.355","31.27","31.186","31.101","31.017","30.933","30.849","30.766","30.682","30.598","30.515","30.432","30.594","31.154","31.872","32.596","33.33","34.071","34.822","35.354","35.654","35.86","36.337","37.175","38.022","38.714","39.247","39.781","40.147","40.341","40.536","40.731","40.926","41.088","41.225","41.363","41.501","41.638","41.777","41.914","42.064","42.225","42.398",
"Micronesia, Fed. Sts.","FSM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","22.312","22.553","22.797","23.042","23.289","23.537","23.788","24.04","24.295","24.551","24.808","25.068","25.33","25.593","25.741","25.858","25.975","26.092","26.209","26.327","26.445","26.417","26.35","26.283","26.216","26.149","26.083","26.016","25.95","25.884","25.818","25.752","25.686","25.62","25.554","25.068","24.473","23.889","23.314","22.749","22.33","22.33","22.33","22.33","22.33","22.33","22.324","22.317","22.311","22.305","22.298","22.305","22.324","22.355","22.399","22.456","22.526","22.608","22.703","22.812","22.933",
"Gabon","GAB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","17.398","18.33","19.594","20.923","22.318","23.775","25.297","26.883","28.533","30.237","32","34.082","36.231","38.43","40.681","42.971","45.295","47.633","49.985","52.337","54.682","57","58.372","59.73","61.076","62.402","63.711","65","66.412","67.792","69.143","70.462","71.749","72.999","73.921","74.797","75.654","76.49","77.306","78.102","78.879","79.633","80.368","81.083","81.778","82.452","83.107","83.742","84.359","84.955","85.533","86.092","86.634","87.156","87.651","88.118","88.559","88.976","89.37","89.741","90.092",
"United Kingdom","GBR","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","78.444","78.374","78.237","78.099","77.96","77.821","77.682","77.541","77.4","77.259","77.117","77.03","77.195","77.358","77.521","77.683","77.844","78.005","78.164","78.323","78.481","78.588","78.539","78.489","78.44","78.39","78.34","78.29","78.24","78.19","78.14","78.112","78.172","78.232","78.293","78.353","78.413","78.472","78.532","78.591","78.651","78.751","79.047","79.339","79.629","79.915","80.199","80.479","80.757","81.031","81.302","81.57","81.837","82.102","82.365","82.626","82.886","83.143","83.398","83.652","83.903",
"Georgia","GEO","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","43.069","43.559","44.051","44.544","45.039","45.534","46.03","46.527","47.025","47.522","48.006","48.474","48.942","49.409","49.876","50.344","50.812","51.279","51.747","52.156","52.497","52.836","53.176","53.516","53.855","54.194","54.532","54.87","55.208","55.277","55.038","54.799","54.559","54.32","54.08","53.841","53.6","53.36","53.12","52.879","52.638","52.398","52.441","52.83","53.218","53.605","53.992","54.379","54.765","55.15","55.535","55.919","56.303","56.685","57.067","57.448","57.837","58.231","58.632","59.039","59.453",
"Ghana","GHA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","23.252","23.797","24.352","24.915","25.488","26.067","26.656","27.254","27.86","28.473","28.958","29.174","29.392","29.61","29.829","30.049","30.27","30.492","30.714","30.938","31.163","31.388","31.614","31.842","32.209","32.896","33.591","34.293","35.004","35.719","36.441","37.17","37.905","38.644","39.39","40.14","40.896","41.654","42.418","43.184","43.929","44.601","45.275","45.951","46.63","47.308","47.988","48.669","49.351","50.031","50.713","51.394","52.073","52.748","53.419","54.086","54.749","55.407","56.06","56.707","57.349",
"Gibraltar","GIB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Guinea","GIN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","10.472","10.936","11.418","11.919","12.439","12.978","13.537","14.116","14.716","15.336","15.977","16.641","17.327","18.033","18.763","19.515","20.291","21.087","21.907","22.75","23.617","24.503","25.414","26.072","26.346","26.621","26.898","27.178","27.459","27.741","28.026","28.312","28.601","28.89","29.182","29.475","29.77","30.052","30.323","30.595","30.869","31.144","31.42","31.698","31.977","32.257","32.539","32.822","33.106","33.391","33.678","33.966","34.255","34.545","34.836","35.141","35.46","35.793","36.14","36.5","36.875",
"Gambia, The","GMB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","12.129","12.331","12.535","12.862","13.677","14.533","15.433","16.379","17.373","18.41","19.496","20.63","21.814","22.941","23.675","24.426","25.193","25.974","26.772","27.585","28.414","29.256","30.113","31.008","32.007","33.019","34.049","35.094","36.155","37.226","38.312","39.41","40.52","41.586","42.472","43.362","44.258","45.155","46.057","46.961","47.868","48.775","49.683","50.555","51.288","52.02","52.751","53.481","54.211","54.937","55.662","56.384","57.105","57.82","58.528","59.228","59.918","60.599","61.27","61.931","62.582",
"Guinea-Bissau","GNB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","13.6","13.747","13.895","14.045","14.197","14.349","14.503","14.658","14.815","14.972","15.132","15.293","15.455","15.618","15.783","15.95","16.118","16.287","16.457","16.77","17.804","18.883","20.013","21.194","22.426","23.704","25.034","26.413","27.841","29.312","30.83","32.39","33.271","33.635","34.002","34.371","34.742","35.114","35.488","35.865","36.243","36.622","37.004","37.387","37.772","38.157","38.545","38.934","39.325","39.716","40.111","40.508","40.908","41.31","41.715","42.123","42.533","42.945","43.36","43.777","44.196",
"Equatorial Guinea","GNQ","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","25.537","26.144","26.234","26.323","26.413","26.502","26.592","26.682","26.773","26.863","26.954","27.045","27.136","27.227","27.319","27.41","27.502","27.594","27.687","27.779","27.872","27.965","28.058","28.151","29.028","29.94","30.871","31.817","32.78","33.755","34.745","35.748","36.766","37.792","38.831","40.494","42.187","43.893","45.616","47.35","49.092","50.832","52.573","54.307","56.033","57.74","59.431","61.1","62.745","64.358","65.94","67.488","69","69.544","70.083","70.616","71.138","71.646","72.143","72.627","73.1",
"Greece","GRC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.936","56.453","57.34","58.222","59.099","59.969","60.833","61.691","62.543","63.385","64.22","64.951","65.454","65.952","66.448","66.94","67.429","67.912","68.393","68.87","69.343","69.746","69.94","70.134","70.327","70.518","70.709","70.9","71.09","71.279","71.467","71.635","71.757","71.878","71.998","72.119","72.239","72.358","72.478","72.597","72.716","72.913","73.303","73.689","74.073","74.452","74.827","75.199","75.568","75.932","76.292","76.649","77.004","77.355","77.702","78.046","78.387","78.724","79.058","79.388","79.715",
"Grenada","GRD","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","30.332","30.519","30.707","30.895","31.085","31.274","31.465","31.656","31.848","32.04","32.212","32.281","32.351","32.421","32.491","32.561","32.631","32.701","32.771","32.841","32.912","32.978","33.028","33.078","33.128","33.177","33.227","33.277","33.327","33.377","33.427","33.503","33.744","33.985","34.227","34.47","34.714","34.959","35.204","35.45","35.698","35.919","35.913","35.907","35.901","35.895","35.889","35.883","35.877","35.871","35.865","35.859","35.869","35.896","35.938","35.997","36.072","36.164","36.272","36.396","36.537",
"Greenland","GRL","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","58.534","59.806","61.406","62.983","64.534","66.05","67.491","68.853","70.186","71.481","72.744","73.433","73.675","73.914","74.152","74.389","74.625","74.966","75.355","75.74","76.121","76.497","76.869","77.237","77.602","77.961","78.317","78.668","79.016","79.359","79.698","80.033","80.301","80.503","80.703","80.902","81.1","81.226","81.351","81.476","81.6","81.849","82.095","82.338","82.58","82.858","83.172","83.482","83.787","84.087","84.383","84.755","85.2","85.551","85.813","86.071","86.326","86.574","86.816","87.052","87.282",
"Guatemala","GTM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","31.121","31.768","32.424","33.086","33.682","33.989","34.298","34.608","34.919","35.232","35.545","35.861","36.177","36.494","36.809","37.125","37.443","37.762","38.081","38.402","38.724","39.047","39.37","39.695","40.021","40.347","40.674","41.002","41.332","41.661","41.992","42.323","42.655","42.987","43.32","43.654","43.989","44.323","44.659","44.995","45.332","45.668","46.005","46.318","46.616","46.913","47.21","47.508","47.807","48.104","48.403","48.701","49","49.311","49.634","49.971","50.319","50.68","51.054","51.439","51.836",
"Guam","GUM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","50.147","51.23","52.314","53.396","54.475","55.548","56.617","57.68","58.738","59.784","61.92","67.153","71.999","76.371","80.252","83.632","86.534","88.983","91.036","92.737","93.753","93.491","93.219","92.937","92.643","92.339","92.023","91.695","91.354","91.002","90.796","91.061","91.32","91.571","91.816","92.055","92.287","92.513","92.733","92.946","93.129","93.233","93.334","93.435","93.534","93.631","93.727","93.822","93.916","94.008","94.099","94.188","94.277","94.364","94.449","94.534","94.617","94.699","94.78","94.859","94.938",
"Guyana","GUY","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","29.009","29.049","29.089","29.129","29.169","29.209","29.249","29.289","29.329","29.369","29.425","29.533","29.641","29.75","29.858","29.967","30.076","30.186","30.295","30.405","30.488","30.396","30.305","30.215","30.124","30.033","29.943","29.853","29.763","29.673","29.583","29.493","29.404","29.315","29.226","29.137","29.048","28.959","28.871","28.782","28.694","28.606","28.518","28.307","28.064","27.822","27.582","27.343","27.105","26.869","26.634","26.4","26.4","26.4","26.414","26.441","26.482","26.538","26.606","26.689","26.786",
"High income","HIC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","63.5398422315667","64.0305244293908","64.5237493004957","65.0346870279164","65.5452255324729","66.0544374996482","66.5543356014039","67.0746997433855","67.5768996468585","68.0476407277625","68.5020933760578","68.9012820809106","69.2665325273261","69.6234992999552","69.9782320460693","70.3195281196904","70.6040978612276","70.8817451815517","71.163169530274","71.443068205046","71.7249157993644","72.0315037321392","72.295046367713","72.5385278948993","72.7695911671257","72.9965582680714","73.2541446210458","73.5393289019649","73.8123505952187","74.0549209215947","74.3113526212281","74.5836975203354","74.7894902306154","75.039267911157","75.2917287614347","75.5767091540915","75.815717868321","76.0427167013622","76.2685171619163","76.4932230615936","76.7139994006712","77.0526551802432","77.4429520822462","77.8091540374005","78.164245165226","78.5067270836578","78.8222754070743","79.1207833751684","79.4110847329982","79.6904539608165","79.9624054606881","80.1683525810044","80.3416051797462","80.5097889574131","80.6770662380881","80.8496521303483","81.0242228525866","81.201898238633","81.3817942677298","81.571543341552","81.7553882986929",
"Hong Kong SAR, China","HKG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","85.2","85.293","85.582","85.867","86.147","86.422","86.692","86.958","87.22","87.476","87.729","88.039","88.474","88.894","89.301","89.695","90.077","90.445","90.801","91.145","91.478","91.794","92.09","92.376","92.653","92.92","94.248","96.86","98.309","99.094","99.517","99.832","99.979","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Honduras","HND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","22.747","23.318","23.9","24.491","25.094","25.704","26.325","26.955","27.596","28.244","28.902","29.569","30.246","30.93","31.571","32.11","32.653","33.2","33.752","34.309","34.87","35.435","36.004","36.577","37.155","37.735","38.319","38.907","39.481","39.969","40.46","40.953","41.448","41.943","42.441","42.941","43.442","43.944","44.447","44.952","45.458","45.964","46.61","47.267","47.927","48.585","49.245","49.905","50.566","51.225","51.885","52.543","53.202","53.858","54.514","55.165","55.813","56.457","57.096","57.73","58.359",
"Heavily indebted poor countries (HIPC)","HPC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","12.3630136539704","12.708944700836","13.0663071017712","13.4395425733273","13.836000228983","14.2449739538192","14.6465139767276","15.0606607970573","15.4876988682738","15.9299745381156","16.3568555780115","16.7922932946476","17.230745110208","17.674438262072","18.1146141068372","18.5708091375987","19.0468858772062","19.525949943213","20.0140171122197","20.4217654340998","20.827431589789","21.2326502862132","21.6401097591314","22.0762324412297","22.5468973830113","23.0537896626715","23.5506363748529","24.0362345915709","24.5151605092702","24.9570448405652","25.4118902260097","25.8358025706374","26.2470458387863","26.6284930166353","26.9422625486818","27.2431814660037","27.5370271702772","27.8427237056314","28.1368963331948","28.4306084701137","28.7255224315372","29.0543571129259","29.3934165412136","29.7457429965733","30.0957310727903","30.4643114210286","30.8420048561999","31.1569944367686","31.591749682403","32.0291715544203","32.4706976826859","32.9153288880366","33.3419343693167","33.7688480993053","34.2013003651206","34.6414690735518","35.0890624602318","35.5443469176559","36.0084011743596","36.4812809667456","36.9630236104351",
"Croatia","HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","30.154","31.04","32.001","32.979","33.972","34.977","35.997","37.03","38.076","39.13","40.196","41.168","41.839","42.511","43.186","43.864","44.545","45.227","45.911","46.597","47.285","47.887","48.237","48.587","48.937","49.287","49.637","49.987","50.338","50.687","51.037","51.357","51.588","51.818","52.048","52.279","52.509","52.739","52.968","53.198","53.428","53.642","53.81","53.979","54.147","54.315","54.483","54.651","54.819","54.987","55.155","55.322","55.506","55.706","55.923","56.155","56.403","56.667","56.947","57.242","57.553",
"Haiti","HTI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","15.593","15.975","16.365","16.762","17.168","17.58","18.001","18.429","18.866","19.31","19.762","20.222","20.323","20.35","20.377","20.404","20.431","20.459","20.486","20.513","20.541","20.568","20.595","21.36","22.297","23.261","24.255","25.277","26.329","27.405","28.51","29.641","30.8","31.39","31.987","32.59","33.2","33.792","34.389","34.992","35.6","37.251","38.935","40.645","41.679","42.638","43.604","44.574","45.551","46.528","47.509","48.492","49.477","50.46","51.444","52.427","53.396","54.346","55.278","56.192","57.088",
"Hungary","HUN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.911","56.335","56.758","57.181","57.603","58.022","58.441","58.859","59.276","59.691","60.112","60.539","60.965","61.388","61.81","62.231","62.65","63.066","63.48","63.893","64.191","64.372","64.553","64.734","64.915","65.095","65.274","65.453","65.632","65.81","65.838","65.713","65.587","65.461","65.335","65.209","65.083","64.956","64.829","64.702","64.575","64.67","65.081","65.489","65.896","66.365","66.895","67.421","67.943","68.46","68.911","69.358","69.678","69.953","70.227","70.5","70.779","71.062","71.351","71.644","71.942",
"IBRD only","IBD","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","26.0037234026153","26.5753573919395","27.1034770125384","27.5812803117107","28.0670396105288","28.2892534301339","28.4971728960442","28.7195129629252","28.9383864007296","29.1472278080674","29.3501861674874","29.5630389032776","29.8168229689071","30.1136712969173","30.4567062237961","30.8114920642952","31.1583355277704","31.5115965551117","31.976651628118","32.5478350270229","33.122171454508","33.7090885418727","34.2770039870309","34.7962594453936","35.3294056765115","35.8614972528883","36.3873922193247","36.9048570515619","37.4201600960751","37.9210397423814","38.4024478197782","38.9042792070193","39.4072058256281","39.9139930242983","40.4246411394171","40.9336398888915","41.4446310108904","41.9609279463672","42.4855010813641","43.015527819775","43.5558632822341","44.146462698903","44.7930201776592","45.4483401556758","46.1097836748754","46.7751310839675","47.428377543996","48.0759910943438","48.7267354611113","49.3789025631148","50.0332875254705","50.6653731553595","51.2907075213207","51.915593760132","52.5409450116496","53.1640273026906","53.7857179032129","54.4051264202081","55.0153441876083","55.6161230641927","56.2077003465471",
"IDA & IBRD total","IBT","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","23.9670493371688","24.4707846332136","24.9479904909465","25.3949310966051","25.8489134502213","26.0843099752315","26.3087848281732","26.5474514182382","26.7852422022398","27.0182116156013","27.2477440715571","27.4934728173375","27.7739023541572","28.091186585018","28.4463253788023","28.7491657070522","29.1066173726331","29.4686411263242","29.9244662414294","30.461789213895","31.0055628348241","31.5563198076414","32.0730446512295","32.552437171447","33.0466407532216","33.5427644423238","34.033946705115","34.5185042568835","35.0006940022548","35.4679052024024","35.9211137470601","36.3776949374295","36.8303411770404","37.2823147017539","37.7302954688703","38.1756274465973","38.6222377487871","39.073812835041","39.5296257602182","39.9869067489115","40.4515828011891","40.9678596622695","41.5305814543747","42.0997079417788","42.6729013556829","43.2505192015232","43.8190062303939","44.376227984175","44.9479804466446","45.5207790268596","46.0947625048141","46.6446006412104","47.1849276321216","47.7244950625398","48.2646055489107","48.808109410244","49.3503517736927","49.8905807320792","50.4233019564925","50.9486583248073","51.4677108538872",
"IDA total","IDA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","13.6418535230296","13.9414171992953","14.2400966689352","14.5539841400821","14.8805948657298","15.2144970254802","15.5476157349267","15.9043252181258","16.2720224147247","16.6527268250914","17.0360914355882","17.4607587497066","17.8951541165922","18.3410519677536","18.7945369096423","18.904638108251","19.3817518071443","19.8648675190498","20.3610051738545","20.8262748854495","21.3171458201677","21.7896773392147","22.1569336159825","22.5426082148006","22.9552175128697","23.3862707242966","23.818540707254","24.2523088729356","24.6871757485296","25.1127904636528","25.5577890993755","25.9410360798634","26.3106950017136","26.6673687752156","26.9928941988667","27.3175935645667","27.6448061751379","27.9787687821613","28.3060132538337","28.6263034594471","28.9534601997815","29.3448697786072","29.7551288004027","30.1698305500766","30.5882407703453","31.0192579558068","31.4588176706184","31.8757082155523","32.3501063762551","32.8268773972476","33.307679863971","33.7585665142726","34.1897977747204","34.6229761359488","35.0635294721407","35.5329816817417","36.0082325114557","36.4889962116814","36.9790439360913","37.478980011466","37.988877493181",
"IDA blend","IDB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","18.5121302931561","18.8311618340106","19.0999693800621","19.3836899978024","19.6733266839821","19.9672509744712","20.2676759557008","20.5781955257163","20.8934643037978","21.2106763269621","21.5420283307634","21.9602028056791","22.3641811581875","22.789823567106","23.2282905986259","23.6721137456016","24.1171589871741","24.5412770392932","24.9722348807594","25.3921807207204","25.7605822215209","26.198720560308","26.6153182842291","27.0408430396782","27.4730634806732","27.9070507047197","28.3453512676332","28.7872844116026","29.2250058520775","29.6838419796122","30.1858858591945","30.5598682063706","30.9383644255253","31.3070431492198","31.6744368797786","32.0435773080255","32.417401839268","32.7917741929941","33.1585356703971","33.5080856382831","33.864374828424","34.3222033835392","34.7855742420776","35.2372613985751","35.6919683254151","36.1506808147201","36.6148430090306","37.0856772329632","37.5628580224866","38.0439799705076","38.5391528616635","39.0164144223669","39.4676311475505","39.9205352821637","40.3767421605375","40.8358347670133","41.2962516001156","41.7578028357805","42.228232593834","42.7071818889277","43.194213462972",
"Indonesia","IDN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","14.586","14.821","15.058","15.299","15.543","15.789","16.039","16.293","16.549","16.809","17.071","17.338","17.779","18.28","18.793","19.317","19.853","20.398","20.956","21.524","22.104","22.815","23.606","24.415","25.244","26.089","26.953","27.835","28.736","29.651","30.584","31.613","32.703","33.808","34.933","36.076","37.235","38.406","39.593","40.792","42.002","42.783","43.568","44.356","45.149","45.942","46.738","47.535","48.335","49.134","49.914","50.595","51.276","51.955","52.635","53.313","53.989","54.659","55.325","55.985","56.641",
"IDA only","IDX","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","11.3715334680617","11.663060238196","11.9759778042124","12.3039359294613","12.647876727976","13.0007554708524","13.349821313653","13.7287997612917","14.1211533145998","14.5304471042764","14.935411199795","15.3588814184495","15.8019067771832","16.2503622329979","16.7027266637182","16.645324348593","17.1264788888487","17.6257484006297","18.1408172769889","18.6157531103861","19.1544319116823","19.6328505308158","19.9656177893732","20.3219554146027","20.7157825558323","21.1370066550325","21.5585661097628","21.9813127761211","22.4089719883425","22.8138544961066","23.2270535469519","23.615221994331","23.9818729701829","24.3345453679053","24.6410742808576","24.9446842272971","25.2480361338743","25.5600567593916","25.865801212602","26.1711876060884","26.4841154494615","26.8440526731358","27.2305354078824","27.6299785586483","28.0329622240533","28.4517000061601","28.879250968814","29.268149450789","29.7389832686424","30.2105832598448","30.6787488516094","31.1106010657489","31.5276427978713","31.9466458470711","32.3753834607134","32.8469874701743","33.3276178845916","33.8169334855983","34.3165851494979","34.8275511218707","35.3502506753276",
